name,country,position,image,playerpage
Kenneth Omeruo,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/131708-1541162235.jpg?lm=1,https://www.transfermarkt.jp/kenneth-omeruo/profil/spieler/131708
Godfrey Oboabona,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/217656-1635695591.png?lm=1,https://www.transfermarkt.jp/godfrey-oboabona/profil/spieler/217656
Leon Balogun,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/56100-1501159169.jpg?lm=1,https://www.transfermarkt.jp/leon-balogun/profil/spieler/56100
Azubuike Egwuekwe,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/217514-1470729730.png?lm=1,https://www.transfermarkt.jp/azubuike-egwuekwe/profil/spieler/217514
Odunlami Kunle,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/272784-1492005339.jpg?lm=1,https://www.transfermarkt.jp/odunlami-kunle/profil/spieler/272784
Gege Soriola,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/gege-soriola/profil/spieler/189260
James Okwuosa,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/211804-1523873886.jpg?lm=1,https://www.transfermarkt.jp/james-okwuosa/profil/spieler/211804
Gabriel Ikechukwu,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/gabriel-ikechukwu/profil/spieler/266382
Umar Zango,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/umar-zango/profil/spieler/251354
Erhun Obanor,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/447213-1605133613.jpg?lm=1,https://www.transfermarkt.jp/erhun-obanor/profil/spieler/447213
Elderson,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/59938-1504015864.jpg?lm=1,https://www.transfermarkt.jp/elderson/profil/spieler/59938
Juwon Oshaniwa,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/juwon-oshaniwa/profil/spieler/223431
Francis Benjamin,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/francis-benjamin/profil/spieler/272813
Solomon Kwambe,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/221178-1582380337.jpg?lm=1,https://www.transfermarkt.jp/solomon-kwambe/profil/spieler/221178
Bright Esieme,ナイジェリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/bright-esieme/profil/spieler/315999
Mikel John Obi,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/30739-1483700848.jpg?lm=1,https://www.transfermarkt.jp/mikel-john-obi/profil/spieler/30739
Ogenyi Onazi,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/131709-1579134340.png?lm=1,https://www.transfermarkt.jp/ogenyi-onazi/profil/spieler/131709
Fegor Ogude,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/164487-1537938589.png?lm=1,https://www.transfermarkt.jp/fegor-ogude/profil/spieler/164487
Abdullahi Shehu,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/262687-1664805478.png?lm=1,https://www.transfermarkt.jp/abdullahi-shehu/profil/spieler/262687
Ugonna Uzochukwu,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/265493-1551554334.jpg?lm=1,https://www.transfermarkt.jp/ugonna-uzochukwu/profil/spieler/265493
Ikenna Paul Hillary,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/ikenna-paul-hillary/profil/spieler/355371
Joel Obi,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/45581-1630590262.jpg?lm=1,https://www.transfermarkt.jp/joel-obi/profil/spieler/45581
Ramon Azeez,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/131667-1583308689.jpg?lm=1,https://www.transfermarkt.jp/ramon-azeez/profil/spieler/131667
Nosa Igiebor,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_108636_150_2014_01_10_1.jpg?lm=1,https://www.transfermarkt.jp/nosa-igiebor/profil/spieler/108636
John Ogu,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_84700_2990_2013_06_24_1.jpg?lm=1,https://www.transfermarkt.jp/john-ogu/profil/spieler/84700
Reuben Gabriel,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/143622-1520102878.jpg?lm=1,https://www.transfermarkt.jp/reuben-gabriel/profil/spieler/143622
Victor Moses,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/59866-1632577912.png?lm=1,https://www.transfermarkt.jp/victor-moses/profil/spieler/59866
Michel Babatunde,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/177688-1494340005.jpg?lm=1,https://www.transfermarkt.jp/michel-babatunde/profil/spieler/177688
Sunday Mba,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_223424_2930_2013_06_24_1.jpg?lm=1,https://www.transfermarkt.jp/sunday-mba/profil/spieler/223424
Rabiu Ali,ナイジェリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_178364_6799_2010_1.jpg?lm=1,https://www.transfermarkt.jp/rabiu-ali/profil/spieler/178364
Nnamdi Oduamadi,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/130354-1537038206.jpeg?lm=1,https://www.transfermarkt.jp/nnamdi-oduamadi/profil/spieler/130354
Ejike Uzoenyi,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_223441_2930_2012_1.jpg?lm=1,https://www.transfermarkt.jp/ejike-uzoenyi/profil/spieler/223441
Ahmed Musa,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/168337-1665498785.jpg?lm=1,https://www.transfermarkt.jp/ahmed-musa/profil/spieler/168337
Peter Odemwingie,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/12516-1477388010.jpg?lm=1,https://www.transfermarkt.jp/peter-odemwingie/profil/spieler/12516
Victor Obinna,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/35852-1471000959.jpg?lm=1,https://www.transfermarkt.jp/victor-obinna/profil/spieler/35852
Emmanuel Emenike,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/120630-1517478179.jpg?lm=1,https://www.transfermarkt.jp/emmanuel-emenike/profil/spieler/120630
Brown Ideye,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/64308-1488278287.jpg?lm=1,https://www.transfermarkt.jp/brown-ideye/profil/spieler/64308
Imoh Ezekiel,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/216463-1504014339.png?lm=1,https://www.transfermarkt.jp/imoh-ezekiel/profil/spieler/216463
Shola Ameobi,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_3276_762_2013_08_07_1.jpg?lm=1,https://www.transfermarkt.jp/shola-ameobi/profil/spieler/3276
Uche Nwofor,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/184948-1444049409.jpg?lm=1,https://www.transfermarkt.jp/uche-nwofor/profil/spieler/184948
Michael Uchebo,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/135173-1444048586.jpg?lm=1,https://www.transfermarkt.jp/michael-uchebo/profil/spieler/135173
Bright Dike,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/147151-1605729276.jpg?lm=1,https://www.transfermarkt.jp/bright-dike/profil/spieler/147151
Joshua Obaje,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/joshua-obaje/profil/spieler/162750
Ifeanyi Benjamin,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/138175-1622916554.jpg?lm=1,https://www.transfermarkt.jp/ifeanyi-benjamin/profil/spieler/138175
Barnabas Imenger Jr.,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_223550_701_2012_1.jpg?lm=1,https://www.transfermarkt.jp/barnabas-imenger-jr-/profil/spieler/223550
Gbolahan Salami,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/127777-1490688812.jpg?lm=1,https://www.transfermarkt.jp/gbolahan-salami/profil/spieler/127777
Christian Pyagbara,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/christian-pyagbara/profil/spieler/262686
Abubakar Ibrahim Aliyu,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/abubakar-ibrahim-aliyu/profil/spieler/415384
Christian Obiozor,ナイジェリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/christian-obiozor/profil/spieler/353666
Jefferson,ブラジル,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_32561_537_2014_02_18_1.jpg?lm=1,https://www.transfermarkt.jp/jefferson/profil/spieler/32561
Diego Cavalieri,ブラジル,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/53231-1520609565.jpg?lm=1,https://www.transfermarkt.jp/diego-cavalieri/profil/spieler/53231
Júlio César,ブラジル,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/22412-1474546042.jpg?lm=1,https://www.transfermarkt.jp/julio-cesar/profil/spieler/22412
Thiago Silva,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/29241-1661856081.jpg?lm=1,https://www.transfermarkt.jp/thiago-silva/profil/spieler/29241
David Luiz,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/46741-1472656986.jpg?lm=1,https://www.transfermarkt.jp/david-luiz/profil/spieler/46741
Marquinhos,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/181767-1639581124.jpg?lm=1,https://www.transfermarkt.jp/marquinhos/profil/spieler/181767
Dante,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/16136-1603016168.jpg?lm=1,https://www.transfermarkt.jp/dante/profil/spieler/16136
Dedé,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/113094-1625480182.jpg?lm=1,https://www.transfermarkt.jp/dede/profil/spieler/113094
Henrique,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/52513-1662721869.jpg?lm=1,https://www.transfermarkt.jp/henrique/profil/spieler/52513
Marcelo,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/44501-1603112392.jpg?lm=1,https://www.transfermarkt.jp/marcelo/profil/spieler/44501
Maxwell,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_4317_583_2013_10_24_1.jpg?lm=1,https://www.transfermarkt.jp/maxwell/profil/spieler/4317
Dani Alves,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/15951-1635327520.jpg?lm=1,https://www.transfermarkt.jp/dani-alves/profil/spieler/15951
Rafinha,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/33947-1669394578.jpg?lm=1,https://www.transfermarkt.jp/rafinha/profil/spieler/33947
Maicon,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/18301-1505484617.jpg?lm=1,https://www.transfermarkt.jp/maicon/profil/spieler/18301
Marcos Rocha,ブラジル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/75435-1543836089.jpg?lm=1,https://www.transfermarkt.jp/marcos-rocha/profil/spieler/75435
Fernandinho,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/26267-1477040739.jpg?lm=1,https://www.transfermarkt.jp/fernandinho/profil/spieler/26267
Luiz Gustavo,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/10471-1566826643.jpg?lm=1,https://www.transfermarkt.jp/luiz-gustavo/profil/spieler/10471
Lucas Leiva,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/41414-1620821429.jpg?lm=1,https://www.transfermarkt.jp/lucas-leiva/profil/spieler/41414
Fernando,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/105456-1665560457.png?lm=1,https://www.transfermarkt.jp/fernando/profil/spieler/105456
Jean,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/69641-1543836511.jpg?lm=1,https://www.transfermarkt.jp/jean/profil/spieler/69641
Ramires,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/54170-1513586143.jpg?lm=1,https://www.transfermarkt.jp/ramires/profil/spieler/54170
Paulinho,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/57229-1563350348.jpg?lm=1,https://www.transfermarkt.jp/paulinho/profil/spieler/57229
Oscar,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/85314-1563435929.jpg?lm=1,https://www.transfermarkt.jp/oscar/profil/spieler/85314
Hernanes,ブラジル,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/52897-1410955079.jpg?lm=1,https://www.transfermarkt.jp/hernanes/profil/spieler/52897
Neymar,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/68290-1669394812.jpg?lm=1,https://www.transfermarkt.jp/neymar/profil/spieler/68290
Bernard,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/175169-1520412519.jpg?lm=1,https://www.transfermarkt.jp/bernard/profil/spieler/175169
Robinho,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/15511-1506092397.jpg?lm=1,https://www.transfermarkt.jp/robinho/profil/spieler/15511
Lucas Moura,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/77100-1654164113.jpg?lm=1,https://www.transfermarkt.jp/lucas-moura/profil/spieler/77100
Willian,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/52769-1575041246.jpg?lm=1,https://www.transfermarkt.jp/willian/profil/spieler/52769
Hulk,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/80562-1563436073.jpg?lm=1,https://www.transfermarkt.jp/hulk/profil/spieler/80562
Alexandre Pato,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/37579-1647201883.jpg?lm=1,https://www.transfermarkt.jp/alexandre-pato/profil/spieler/37579
Fred,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/31005-1506092346.jpg?lm=1,https://www.transfermarkt.jp/fred/profil/spieler/31005
Jô,ブラジル,フォワード,https://img.a.transfermarkt.technology/portrait/small/34156-1662313892.jpg?lm=1,https://www.transfermarkt.jp/jotm/profil/spieler/34156
Simon Mignolet,ベルギー,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/50219-1616529337.jpg?lm=1,https://www.transfermarkt.jp/simon-mignolet/profil/spieler/50219
Koen Casteels,ベルギー,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/108880-1657202120.jpg?lm=1,https://www.transfermarkt.jp/koen-casteels/profil/spieler/108880
Sammy Bossut,ベルギー,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/48064-1487767255.jpg?lm=1,https://www.transfermarkt.jp/sammy-bossut/profil/spieler/48064
Thomas Kaminski,ベルギー,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/77757-1546948273.jpg?lm=1,https://www.transfermarkt.jp/thomas-kaminski/profil/spieler/77757
Vincent Kompany,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/9594-1454414462.jpg?lm=1,https://www.transfermarkt.jp/vincent-kompany/profil/spieler/9594
Jan Vertonghen,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/43250-1668080180.jpg?lm=1,https://www.transfermarkt.jp/jan-vertonghen/profil/spieler/43250
Thomas Vermaelen,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/15904-1464867040.jpg?lm=1,https://www.transfermarkt.jp/thomas-vermaelen/profil/spieler/15904
Toby Alderweireld,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/42710-1664349412.jpg?lm=1,https://www.transfermarkt.jp/toby-alderweireld/profil/spieler/42710
Nicolas Lombaerts,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/20587-1536244273.jpg?lm=1,https://www.transfermarkt.jp/nicolas-lombaerts/profil/spieler/20587
Laurent Ciman,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/22338-1584473310.jpg?lm=1,https://www.transfermarkt.jp/laurent-ciman/profil/spieler/22338
Jelle Van Damme,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/4323-1587382665.jpg?lm=1,https://www.transfermarkt.jp/jelle-van-damme/profil/spieler/4323
Daniel Van Buyten,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/4740-1597936325.jpg?lm=1,https://www.transfermarkt.jp/daniel-van-buyten/profil/spieler/4740
Sébastien Pocognoli,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/17804-1406703836.jpg?lm=1,https://www.transfermarkt.jp/sebastien-pocognoli/profil/spieler/17804
Thomas Meunier,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/100986-1662361426.jpg?lm=1,https://www.transfermarkt.jp/thomas-meunier/profil/spieler/100986
Anthony Vanden Borre,ベルギー,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/15844-1484125408.jpg?lm=1,https://www.transfermarkt.jp/anthony-vanden-borre/profil/spieler/15844
Axel Witsel,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/35047-1665067807.jpg?lm=1,https://www.transfermarkt.jp/axel-witsel/profil/spieler/35047
Steven Defour,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/33866-1616956729.jpg?lm=1,https://www.transfermarkt.jp/steven-defour/profil/spieler/33866
Guillaume Gillet,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/31952-1594035839.jpg?lm=1,https://www.transfermarkt.jp/guillaume-gillet/profil/spieler/31952
Timmy Simons,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/3441-1511183634.jpg?lm=1,https://www.transfermarkt.jp/timmy-simons/profil/spieler/3441
Marouane Fellaini,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39679-1549036391.jpg?lm=1,https://www.transfermarkt.jp/marouane-fellaini/profil/spieler/39679
Mousa Dembélé,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/19368-1563265500.png?lm=1,https://www.transfermarkt.jp/mousa-dembele/profil/spieler/19368
Radja Nainggolan,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/41982-1666894874.jpg?lm=1,https://www.transfermarkt.jp/radja-nainggolan/profil/spieler/41982
Kevin De Bruyne,ベルギー,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/88755-1626449012.jpg?lm=1,https://www.transfermarkt.jp/kevin-de-bruyne/profil/spieler/88755
Eden Hazard,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/50202-1665067742.jpg?lm=1,https://www.transfermarkt.jp/eden-hazard/profil/spieler/50202
Nacer Chadli,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/59631-1664281563.jpg?lm=1,https://www.transfermarkt.jp/nacer-chadli/profil/spieler/59631
Kevin Mirallas,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/33639-1605139873.jpeg?lm=1,https://www.transfermarkt.jp/kevin-mirallas/profil/spieler/33639
Adnan Januzaj,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/177847-1661930984.jpg?lm=1,https://www.transfermarkt.jp/adnan-januzaj/profil/spieler/177847
Romelu Lukaku,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/96341-1661780981.jpg?lm=1,https://www.transfermarkt.jp/romelu-lukaku/profil/spieler/96341
Christian Benteke,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/50201-1576743159.jpg?lm=1,https://www.transfermarkt.jp/christian-benteke/profil/spieler/50201
Dries Mertens,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/56416-1659628943.jpg?lm=1,https://www.transfermarkt.jp/dries-mertens/profil/spieler/56416
Jelle Vossen,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/42748-1626769746.jpg?lm=1,https://www.transfermarkt.jp/jelle-vossen/profil/spieler/42748
Divock Origi,ベルギー,フォワード,https://img.a.transfermarkt.technology/portrait/small/148368-1661510925.jpg?lm=1,https://www.transfermarkt.jp/divock-origi/profil/spieler/148368
Moisés Muñoz,メキシコ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/54856-1523620545.jpg?lm=1,https://www.transfermarkt.jp/moises-munoz/profil/spieler/54856
Jesús Corona,メキシコ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_29574_3711_2013_07_26_1.jpg?lm=1,https://www.transfermarkt.jp/jesus-corona/profil/spieler/29574
Alfredo Talavera,メキシコ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/50965-1668452910.jpg?lm=1,https://www.transfermarkt.jp/alfredo-talavera/profil/spieler/50965
Héctor Moreno,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/51046-1454601493.jpg?lm=1,https://www.transfermarkt.jp/hector-moreno/profil/spieler/51046
Diego Reyes,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/131090-1547029254.jpg?lm=1,https://www.transfermarkt.jp/diego-reyes/profil/spieler/131090
Francisco Rodríguez,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/28163-1506524466.jpg?lm=1,https://www.transfermarkt.jp/francisco-rodriguez/profil/spieler/28163
Hugo Ayala,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/52965-1669107448.jpg?lm=1,https://www.transfermarkt.jp/hugo-ayala/profil/spieler/52965
Hiram Mier,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_107136_2407_2013_06_24_1.jpg?lm=1,https://www.transfermarkt.jp/hiram-mier/profil/spieler/107136
Juan Carlos Valenzuela,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_53065_3631_2013_07_24_1.jpg?lm=1,https://www.transfermarkt.jp/juan-carlos-valenzuela/profil/spieler/53065
Julio Domínguez,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/53180-1580830060.jpg?lm=1,https://www.transfermarkt.jp/julio-dominguez/profil/spieler/53180
Carlos Salcido,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/31434-1544358704.png?lm=1,https://www.transfermarkt.jp/carlos-salcido/profil/spieler/31434
Rafa Márquez,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/2904-1449060939.jpg?lm=1,https://www.transfermarkt.jp/rafa-marquez/profil/spieler/2904
Oswaldo Alanís,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/106282-1618851430.jpg?lm=1,https://www.transfermarkt.jp/oswaldo-alanis/profil/spieler/106282
Miguel Herrera,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/234231-1558355261.png?lm=1,https://www.transfermarkt.jp/miguel-herrera/profil/spieler/234231
Luis Venegas,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/66913-1488310353.jpg?lm=1,https://www.transfermarkt.jp/luis-venegas/profil/spieler/66913
Jorge Torres Nilo,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_58642_7055_2013_06_24_1.jpg?lm=1,https://www.transfermarkt.jp/jorge-torres-nilo/profil/spieler/58642
Adrián Aldrete,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_54817_3631_2013_07_24_1.jpg?lm=1,https://www.transfermarkt.jp/adrian-aldrete/profil/spieler/54817
Edwin Hernández,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/66844-1544358834.png?lm=1,https://www.transfermarkt.jp/edwin-hernandez/profil/spieler/66844
Miguel Ponce,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_147632_6711_2013_07_26_1.jpg?lm=1,https://www.transfermarkt.jp/miguel-ponce/profil/spieler/147632
Alonso Escoboza,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/193344-1488311540.jpg?lm=1,https://www.transfermarkt.jp/alonso-escoboza/profil/spieler/193344
Paul Aguilar,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/52606-1565160590.png?lm=1,https://www.transfermarkt.jp/paul-aguilar/profil/spieler/52606
Miguel Layún,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/58576-1445516135.jpg?lm=1,https://www.transfermarkt.jp/miguel-layun/profil/spieler/58576
Severo Meza,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/53588-1469552528.png?lm=1,https://www.transfermarkt.jp/severo-meza/profil/spieler/53588
Enrique Pérez,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/102714-1441287624.jpg?lm=1,https://www.transfermarkt.jp/enrique-perez/profil/spieler/102714
Rodrigo Salinas,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/83330-1580381436.jpg?lm=1,https://www.transfermarkt.jp/rodrigo-salinas/profil/spieler/83330
Rogelio Chávez,メキシコ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/53178-1441285966.jpg?lm=1,https://www.transfermarkt.jp/rogelio-chavez/profil/spieler/53178
Jesús Molina,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/58591-1579697916.png?lm=1,https://www.transfermarkt.jp/jesus-molina/profil/spieler/58591
Jesús Zavala,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_53598_2407_2013_06_24_2.jpg?lm=1,https://www.transfermarkt.jp/jesus-zavala/profil/spieler/53598
Antonio Ríos,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/103402-1580381664.jpg?lm=1,https://www.transfermarkt.jp/antonio-rios/profil/spieler/103402
Gerardo Torrado,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/7713-1495717603.jpg?lm=1,https://www.transfermarkt.jp/gerardo-torrado/profil/spieler/7713
José Juan Vázquez,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/203537-1579697863.png?lm=1,https://www.transfermarkt.jp/jose-juan-vazquez/profil/spieler/203537
Javier Güemez,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/164749-1580382057.jpg?lm=1,https://www.transfermarkt.jp/javier-guemez/profil/spieler/164749
Héctor Herrera,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/122043-1668454058.jpg?lm=1,https://www.transfermarkt.jp/hector-herrera/profil/spieler/122043
Andrés Guardado,メキシコ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/20506-1660318679.jpeg?lm=1,https://www.transfermarkt.jp/andres-guardado/profil/spieler/20506
